TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1672,PRJ049,PRJ-MEP,In Progress,Flooring Work,Mechanical,07/05/2025,07/11/2025,,3.0,Medium,False,Labor Shortage,Medium,77.1,Delay of 3 day(s) associated with labor shortage,Lakshmi Iyer,40
T-1673,PRJ013,PRJ-STR,In Progress,Underground Utilities,West Yard,01/30/2025,02/26/2025,,0.0,High,False,None,Medium,99.2,Completed on schedule,Rajan Mehta,40
T-1674,PRJ093,PRJ-MEP,In Progress,Plumbing Work,Grid A5,11/10/2025,11/20/2025,,-6.0,Medium,False,None,Low,25.6,Completed 6 day(s) ahead of schedule,Asha Verma,40
T-1675,PRJ071,PRJ-INT,In Progress,Site Preparation,Grid A5,04/26/2025,05/06/2025,,7.0,Medium,False,Weather Delay,Medium,119.0,Delay of 7 day(s) associated with weather delay,Dev Kapoor,40
T-1676,PRJ033,PRJ-INT,In Progress,Electrical Installation,South Facade,10/13/2025,11/11/2025,,7.0,Medium,False,Equipment Failure,High,98.6,Delay of 7 day(s) associated with equipment failure,Priya Nair,40
T-1677,PRJ080,PRJ-ARC,In Progress,Electrical Installation,Roof,12/15/2025,01/08/2026,,2.0,High,False,Material Delay,Medium,73.8,Delay of 2 day(s) associated with material delay,Suresh Kumar,40
T-1678,PRJ006,PRJ-SITE,Closed,Underground Utilities,Mechanical,12/26/2025,01/22/2026,01/28/2026,6.0,Medium,True,Design Revision,Medium,94.4,Delay of 6 day(s) associated with design revision,Meena Pillai,30
T-1679,PRJ039,PRJ-STR,Closed,Curtain Wall Installation,Mechanical,06/27/2025,07/18/2025,07/17/2025,-1.0,Low,False,None,High,52.0,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1680,PRJ066,PRJ-ARC,In Progress,Structural Installation,Lobby,03/12/2025,04/09/2025,,-1.0,Medium,False,None,Medium,57.6,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1681,PRJ003,PRJ-MEP,Closed,Structural Installation,Mechanical,03/27/2024,04/02/2024,04/02/2024,0.0,Low,False,None,Medium,61.1,Completed on schedule,Rajan Mehta,40
T-1682,PRJ071,PRJ-INT,Closed,Plumbing Work,Mechanical,10/08/2024,10/27/2024,10/26/2024,-1.0,Low,False,None,High,19.4,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1683,PRJ082,PRJ-ARC,Open,Site Preparation,Mechanical,12/12/2024,12/23/2024,,5.0,Low,False,Labor Shortage,Medium,100.9,Delay of 5 day(s) associated with labor shortage,Dev Kapoor,40
T-1684,PRJ060,PRJ-INT,In Progress,Structural Installation,Mechanical,07/23/2025,08/06/2025,,-0.0,Medium,False,None,Low,110.7,Completed on schedule,Priya Nair,40
T-1685,PRJ021,PRJ-ARC,In Progress,Curtain Wall Installation,Mechanical,03/05/2025,03/14/2025,,-5.0,Medium,False,None,Low,54.0,Completed 5 day(s) ahead of schedule,Suresh Kumar,40
T-1686,PRJ075,PRJ-MEP,Closed,Flooring Work,North Wing,11/16/2024,11/24/2024,11/22/2024,-2.0,Medium,False,None,Low,85.4,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1687,PRJ034,PRJ-STR,Open,Plumbing Work,Mechanical,04/17/2024,05/02/2024,,0.0,Medium,False,None,Medium,67.0,Completed on schedule,Arjun Desai,40
T-1688,PRJ074,PRJ-ARC,Closed,Plumbing Work,Roof,06/06/2025,07/04/2025,07/06/2025,2.0,High,True,Material Delay,Medium,84.8,Delay of 2 day(s) associated with material delay,Lakshmi Iyer,40
T-1689,PRJ063,PRJ-SITE,In Progress,Flooring Work,West Yard,11/11/2024,12/01/2024,,1.0,High,False,Material Delay,Medium,56.2,Delay of 1 day(s) associated with material delay,Rajan Mehta,40
T-1690,PRJ010,PRJ-MEP,In Progress,Structural Installation,North Wing,01/27/2024,02/08/2024,,-1.0,Medium,False,None,Low,48.5,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1691,PRJ010,PRJ-ARC,On Hold,HVAC Installation,West Yard,07/26/2024,08/10/2024,,6.0,Medium,False,Material Delay,Medium,106.6,Delay of 6 day(s) associated with material delay,Dev Kapoor,40
T-1692,PRJ002,PRJ-STR,In Progress,Underground Utilities,Basement,10/04/2025,10/21/2025,,3.0,High,False,Site Constraint,High,73.1,Delay of 3 day(s) associated with site constraint,Priya Nair,40
T-1693,PRJ008,PRJ-INT,Closed,Structural Installation,Mechanical,03/27/2024,04/05/2024,04/04/2024,-1.0,Low,False,None,Low,135.7,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1694,PRJ030,PRJ-INT,On Hold,Curtain Wall Installation,Basement,10/23/2024,11/09/2024,,5.0,Medium,False,Design Revision,Medium,76.4,Delay of 5 day(s) associated with design revision,Meena Pillai,30
T-1695,PRJ003,PRJ-ARC,Closed,Curtain Wall Installation,Lobby,01/08/2025,01/30/2025,01/27/2025,-3.0,High,False,None,Medium,47.2,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1696,PRJ094,PRJ-INT,Open,Site Preparation,Lobby,03/02/2024,03/11/2024,,7.0,Medium,False,Weather Delay,Medium,111.8,Delay of 7 day(s) associated with weather delay,Lakshmi Iyer,40
T-1697,PRJ092,PRJ-ARC,Closed,Curtain Wall Installation,Roof,04/30/2024,05/19/2024,05/22/2024,3.0,Medium,True,Labor Shortage,Low,93.9,Delay of 3 day(s) associated with labor shortage,Rajan Mehta,40
T-1698,PRJ018,PRJ-INT,Open,Site Preparation,Basement,11/17/2025,12/09/2025,,3.0,Medium,False,Crane Breakdown,Medium,96.8,Delay of 3 day(s) associated with crane breakdown,Asha Verma,40
T-1699,PRJ032,PRJ-ARC,In Progress,Plumbing Work,Grid A5,03/07/2025,03/24/2025,,7.0,Medium,False,Design Revision,High,110.7,Delay of 7 day(s) associated with design revision,Dev Kapoor,40
T-1700,PRJ075,PRJ-INT,Closed,Flooring Work,West Yard,06/02/2024,06/13/2024,06/12/2024,-1.0,Medium,False,None,Medium,55.4,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1701,PRJ067,PRJ-MEP,Closed,Concrete Work,West Yard,05/03/2024,05/21/2024,05/20/2024,-1.0,Low,False,None,High,71.2,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1702,PRJ059,PRJ-STR,In Progress,Concrete Work,Lobby,11/06/2024,12/01/2024,,3.0,Medium,False,Labor Shortage,High,69.9,Delay of 3 day(s) associated with labor shortage,Meena Pillai,30
T-1703,PRJ099,PRJ-ARC,In Progress,HVAC Installation,West Yard,06/12/2025,06/21/2025,,-2.0,Low,False,None,Low,36.3,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1704,PRJ063,PRJ-STR,Closed,Underground Utilities,North Wing,06/17/2025,07/06/2025,07/05/2025,-1.0,High,False,None,Medium,67.1,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1705,PRJ067,PRJ-SITE,Closed,Electrical Installation,West Yard,05/22/2024,06/13/2024,06/16/2024,3.0,Medium,True,Labor Shortage,Medium,115.1,Delay of 3 day(s) associated with labor shortage,Rajan Mehta,40
T-1706,PRJ051,PRJ-SITE,In Progress,Site Preparation,West Yard,06/13/2025,06/25/2025,,8.0,Medium,False,Equipment Failure,High,82.1,Delay of 8 day(s) associated with equipment failure,Asha Verma,40
T-1707,PRJ053,PRJ-MEP,Closed,Structural Installation,Basement,10/16/2025,10/29/2025,10/22/2025,-7.0,High,False,None,Low,34.6,Completed 7 day(s) ahead of schedule,Dev Kapoor,40
T-1708,PRJ030,PRJ-SITE,Open,Underground Utilities,Lobby,06/14/2024,07/11/2024,,-5.0,High,False,None,Medium,28.3,Completed 5 day(s) ahead of schedule,Priya Nair,40
T-1709,PRJ053,PRJ-SITE,Open,HVAC Installation,West Yard,01/20/2024,02/02/2024,,10.0,Medium,False,Crane Breakdown,High,124.9,Delay of 10 day(s) associated with crane breakdown,Suresh Kumar,40
T-1710,PRJ092,PRJ-STR,Closed,HVAC Installation,Mechanical,11/30/2025,12/19/2025,12/19/2025,-0.0,Medium,False,None,Low,72.3,Completed on schedule,Meena Pillai,30
T-1711,PRJ038,PRJ-ARC,On Hold,Plumbing Work,Basement,01/16/2025,01/23/2025,,1.0,High,False,Approval Delay,Medium,55.6,Delay of 1 day(s) associated with approval delay,Arjun Desai,40
T-1712,PRJ014,PRJ-INT,Open,HVAC Installation,Mechanical,07/20/2025,08/17/2025,,-3.0,Medium,False,None,Low,66.8,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1713,PRJ060,PRJ-SITE,Open,Plumbing Work,Roof,08/21/2024,09/09/2024,,0.0,High,False,None,High,30.7,Completed on schedule,Rajan Mehta,40
T-1714,PRJ079,PRJ-SITE,Open,Site Preparation,North Wing,08/06/2024,08/30/2024,,5.0,High,False,Material Delay,High,117.7,Delay of 5 day(s) associated with material delay,Asha Verma,40
T-1715,PRJ096,PRJ-SITE,Closed,Plumbing Work,Lobby,06/13/2024,07/02/2024,06/29/2024,-3.0,High,False,None,Low,63.2,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1716,PRJ055,PRJ-MEP,Open,Painting and Finishes,Roof,06/07/2024,06/19/2024,,11.0,Low,False,Design Revision,Medium,116.0,Delay of 11 day(s) associated with design revision,Priya Nair,40
T-1717,PRJ079,PRJ-STR,In Progress,Painting and Finishes,Lobby,12/10/2024,12/22/2024,,-1.0,Medium,False,None,Low,76.5,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1718,PRJ026,PRJ-STR,On Hold,Underground Utilities,Mechanical,03/18/2024,04/09/2024,,9.0,Low,False,Weather Delay,Medium,117.9,Delay of 9 day(s) associated with weather delay,Meena Pillai,30
T-1719,PRJ043,PRJ-STR,Open,Electrical Installation,Mechanical,09/06/2025,10/03/2025,,-5.0,Medium,False,None,Medium,82.7,Completed 5 day(s) ahead of schedule,Arjun Desai,40
T-1720,PRJ042,PRJ-SITE,In Progress,Plumbing Work,North Wing,01/08/2025,01/14/2025,,3.0,High,False,Design Revision,High,100.6,Delay of 3 day(s) associated with design revision,Lakshmi Iyer,40
T-1721,PRJ034,PRJ-MEP,In Progress,Underground Utilities,South Facade,10/30/2025,11/25/2025,,4.0,Medium,False,Material Delay,Low,96.6,Delay of 4 day(s) associated with material delay,Rajan Mehta,40
T-1722,PRJ072,PRJ-INT,Closed,Painting and Finishes,West Yard,01/01/2025,01/27/2025,01/26/2025,-1.0,Medium,False,None,Low,93.7,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1723,PRJ089,PRJ-MEP,In Progress,Site Preparation,West Yard,08/09/2024,08/15/2024,,-7.0,Low,False,None,Medium,85.4,Completed 7 day(s) ahead of schedule,Dev Kapoor,40
T-1724,PRJ033,PRJ-STR,In Progress,Site Preparation,Lobby,01/10/2025,01/16/2025,,2.0,High,False,Material Delay,Medium,68.0,Delay of 2 day(s) associated with material delay,Priya Nair,40
T-1725,PRJ014,PRJ-MEP,Open,Flooring Work,Lobby,04/22/2024,05/14/2024,,10.0,Low,False,Material Delay,Medium,132.5,Delay of 10 day(s) associated with material delay,Suresh Kumar,40
T-1726,PRJ083,PRJ-MEP,Closed,Flooring Work,Mechanical,08/24/2025,09/19/2025,09/12/2025,-7.0,Low,False,None,Low,47.8,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1727,PRJ085,PRJ-ARC,Closed,Site Preparation,Lobby,06/09/2025,06/23/2025,06/26/2025,3.0,Low,True,Material Delay,Low,75.1,Delay of 3 day(s) associated with material delay,Arjun Desai,40
T-1728,PRJ094,PRJ-STR,Open,Underground Utilities,Basement,04/17/2024,05/07/2024,,-5.0,Low,False,None,High,75.4,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1729,PRJ026,PRJ-SITE,In Progress,Painting and Finishes,South Facade,02/28/2025,03/30/2025,,2.0,Medium,False,Site Constraint,Low,87.1,Delay of 2 day(s) associated with site constraint,Rajan Mehta,40
T-1730,PRJ072,PRJ-STR,Closed,Flooring Work,South Facade,01/27/2025,02/08/2025,02/05/2025,-3.0,Medium,False,None,Low,62.1,Completed 3 day(s) ahead of schedule,Asha Verma,40
T-1731,PRJ072,PRJ-MEP,Open,Underground Utilities,North Wing,05/26/2024,06/04/2024,,-4.0,Medium,False,None,High,84.4,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1732,PRJ080,PRJ-INT,In Progress,Plumbing Work,Roof,03/30/2024,04/29/2024,,1.0,Low,False,Site Constraint,Low,69.9,Delay of 1 day(s) associated with site constraint,Priya Nair,40
T-1733,PRJ081,PRJ-ARC,In Progress,Plumbing Work,North Wing,07/09/2025,07/19/2025,,3.0,Low,False,Material Delay,Medium,27.5,Delay of 3 day(s) associated with material delay,Suresh Kumar,40
T-1734,PRJ096,PRJ-ARC,In Progress,Underground Utilities,West Yard,07/11/2024,07/27/2024,,-0.0,Medium,False,None,Low,75.3,Completed on schedule,Meena Pillai,30
T-1735,PRJ048,PRJ-STR,In Progress,Curtain Wall Installation,Basement,01/13/2025,01/28/2025,,5.0,Low,False,Site Constraint,High,42.0,Delay of 5 day(s) associated with site constraint,Arjun Desai,40
T-1736,PRJ008,PRJ-MEP,In Progress,Underground Utilities,Basement,06/29/2024,07/16/2024,,-3.0,Medium,False,None,Medium,23.0,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1737,PRJ020,PRJ-MEP,Open,Flooring Work,Lobby,04/21/2025,05/01/2025,,-2.0,Low,False,None,High,79.1,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1738,PRJ089,PRJ-MEP,In Progress,Flooring Work,Lobby,02/05/2024,02/27/2024,,2.0,Medium,False,Approval Delay,Low,89.6,Delay of 2 day(s) associated with approval delay,Asha Verma,40
T-1739,PRJ085,PRJ-STR,Closed,Electrical Installation,South Facade,09/19/2024,10/11/2024,10/17/2024,6.0,Medium,True,Approval Delay,Medium,90.8,Delay of 6 day(s) associated with approval delay,Dev Kapoor,40
T-1740,PRJ002,PRJ-STR,In Progress,Electrical Installation,Roof,02/03/2025,02/11/2025,,6.0,Medium,False,Design Revision,Medium,92.0,Delay of 6 day(s) associated with design revision,Priya Nair,40
T-1741,PRJ037,PRJ-MEP,Open,Site Preparation,Basement,11/16/2024,12/02/2024,,-7.0,Low,False,None,Low,17.0,Completed 7 day(s) ahead of schedule,Suresh Kumar,40
T-1742,PRJ025,PRJ-INT,Closed,HVAC Installation,North Wing,03/23/2025,03/27/2025,03/20/2025,-7.0,Low,False,None,Low,34.2,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1743,PRJ033,PRJ-MEP,Open,Painting and Finishes,North Wing,05/11/2024,05/20/2024,,-3.0,High,False,None,Low,134.2,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1744,PRJ064,PRJ-STR,Closed,Plumbing Work,Lobby,11/18/2024,12/18/2024,12/15/2024,-3.0,Low,False,None,High,43.6,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1745,PRJ052,PRJ-ARC,In Progress,Site Preparation,West Yard,07/06/2025,07/23/2025,,2.0,Medium,False,Material Delay,Medium,93.3,Delay of 2 day(s) associated with material delay,Rajan Mehta,40
T-1746,PRJ049,PRJ-STR,Closed,Flooring Work,Lobby,08/31/2024,09/20/2024,09/20/2024,0.0,Medium,False,None,Medium,54.4,Completed on schedule,Asha Verma,40
T-1747,PRJ044,PRJ-ARC,Open,Underground Utilities,West Yard,04/24/2024,05/21/2024,,-4.0,Medium,False,None,Medium,77.4,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1748,PRJ065,PRJ-SITE,Open,Curtain Wall Installation,Lobby,09/10/2025,10/02/2025,,2.0,Medium,False,Weather Delay,Medium,56.0,Delay of 2 day(s) associated with weather delay,Priya Nair,40
T-1749,PRJ069,PRJ-INT,In Progress,Underground Utilities,Grid A5,07/22/2025,08/16/2025,,3.0,High,False,Crane Breakdown,Medium,91.8,Delay of 3 day(s) associated with crane breakdown,Suresh Kumar,40
T-1750,PRJ005,PRJ-STR,Open,Structural Installation,Basement,05/11/2025,06/02/2025,,-2.0,High,False,None,Medium,79.1,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1751,PRJ014,PRJ-STR,Open,Electrical Installation,Basement,08/05/2025,08/21/2025,,-1.0,Medium,False,None,Medium,61.6,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1752,PRJ035,PRJ-INT,Closed,HVAC Installation,North Wing,07/22/2025,08/11/2025,08/04/2025,-7.0,Medium,False,None,Low,43.5,Completed 7 day(s) ahead of schedule,Lakshmi Iyer,40
T-1753,PRJ044,PRJ-STR,Closed,HVAC Installation,North Wing,06/29/2025,07/10/2025,07/13/2025,3.0,Low,True,Crane Breakdown,High,83.0,Delay of 3 day(s) associated with crane breakdown,Rajan Mehta,40
T-1754,PRJ100,PRJ-SITE,Open,Electrical Installation,Lobby,01/06/2025,02/02/2025,,2.0,Medium,False,Labor Shortage,High,38.6,Delay of 2 day(s) associated with labor shortage,Asha Verma,40
T-1755,PRJ090,PRJ-SITE,Closed,Site Preparation,West Yard,01/15/2024,01/23/2024,01/21/2024,-2.0,Medium,False,None,Low,87.8,Completed 2 day(s) ahead of schedule,Dev Kapoor,40
T-1756,PRJ065,PRJ-SITE,Closed,HVAC Installation,North Wing,03/11/2025,04/07/2025,04/13/2025,6.0,Low,True,Material Delay,Medium,153.8,Delay of 6 day(s) associated with material delay,Priya Nair,40
T-1757,PRJ004,PRJ-SITE,Closed,Site Preparation,West Yard,07/18/2024,08/14/2024,08/14/2024,0.0,Medium,False,None,Low,115.5,Completed on schedule,Suresh Kumar,40
T-1758,PRJ011,PRJ-MEP,Closed,Electrical Installation,Mechanical,07/18/2025,07/24/2025,07/26/2025,2.0,High,True,Approval Delay,High,96.6,Delay of 2 day(s) associated with approval delay,Meena Pillai,30
T-1759,PRJ046,PRJ-INT,Closed,Site Preparation,South Facade,12/07/2024,12/29/2024,01/02/2025,4.0,Low,True,Equipment Failure,High,72.4,Delay of 4 day(s) associated with equipment failure,Arjun Desai,40
T-1760,PRJ059,PRJ-MEP,In Progress,Curtain Wall Installation,Roof,10/22/2025,11/21/2025,,5.0,Medium,False,Crane Breakdown,High,16.8,Delay of 5 day(s) associated with crane breakdown,Lakshmi Iyer,40
T-1761,PRJ067,PRJ-INT,Closed,Site Preparation,Mechanical,03/10/2025,03/29/2025,03/24/2025,-5.0,Medium,False,None,Low,35.3,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1762,PRJ015,PRJ-SITE,On Hold,Flooring Work,Basement,02/05/2025,02/17/2025,,5.0,Low,False,Approval Delay,Low,113.5,Delay of 5 day(s) associated with approval delay,Asha Verma,40
T-1763,PRJ089,PRJ-MEP,Open,Flooring Work,Roof,11/02/2025,11/29/2025,,-3.0,Low,False,None,Low,51.3,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1764,PRJ050,PRJ-INT,In Progress,Electrical Installation,Basement,12/12/2024,12/29/2024,,-4.0,Low,False,None,Low,54.0,Completed 4 day(s) ahead of schedule,Priya Nair,40
T-1765,PRJ060,PRJ-ARC,Open,Underground Utilities,West Yard,10/01/2024,10/07/2024,,-2.0,High,False,None,Low,70.0,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1766,PRJ004,PRJ-INT,On Hold,Electrical Installation,Lobby,09/28/2024,10/07/2024,,-1.0,Low,False,None,Low,43.1,Completed 1 day(s) ahead of schedule,Meena Pillai,30
T-1767,PRJ083,PRJ-INT,In Progress,Concrete Work,Grid A5,09/30/2025,10/22/2025,,4.0,Low,False,Material Delay,High,38.2,Delay of 4 day(s) associated with material delay,Arjun Desai,40
T-1768,PRJ055,PRJ-INT,Closed,Plumbing Work,West Yard,07/06/2025,07/21/2025,07/19/2025,-2.0,Low,False,None,Low,73.5,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1769,PRJ023,PRJ-STR,Closed,Structural Installation,South Facade,04/29/2024,05/08/2024,05/04/2024,-4.0,Low,False,None,Low,48.3,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1770,PRJ032,PRJ-STR,On Hold,Flooring Work,Grid A5,12/25/2024,01/19/2025,,5.0,Medium,False,Labor Shortage,High,52.8,Delay of 5 day(s) associated with labor shortage,Asha Verma,40
T-1771,PRJ036,PRJ-MEP,Open,Concrete Work,Basement,09/28/2024,10/04/2024,,-2.0,Low,False,None,Medium,51.6,Completed 2 day(s) ahead of schedule,Dev Kapoor,40
T-1772,PRJ003,PRJ-SITE,Closed,Plumbing Work,Basement,04/17/2025,04/26/2025,04/21/2025,-5.0,Medium,False,None,Medium,90.7,Completed 5 day(s) ahead of schedule,Priya Nair,40
T-1773,PRJ095,PRJ-INT,Closed,Underground Utilities,Mechanical,02/08/2024,02/24/2024,02/25/2024,1.0,Medium,True,Site Constraint,Medium,68.0,Delay of 1 day(s) associated with site constraint,Suresh Kumar,40
T-1774,PRJ081,PRJ-ARC,Open,Curtain Wall Installation,North Wing,06/05/2025,06/09/2025,,3.0,High,False,Equipment Failure,High,69.6,Delay of 3 day(s) associated with equipment failure,Meena Pillai,30
T-1775,PRJ089,PRJ-INT,Closed,Flooring Work,South Facade,06/26/2025,07/09/2025,07/13/2025,4.0,Low,True,Crane Breakdown,Medium,92.9,Delay of 4 day(s) associated with crane breakdown,Arjun Desai,40
T-1776,PRJ036,PRJ-INT,In Progress,Flooring Work,South Facade,06/14/2024,07/12/2024,,-1.0,High,False,None,Medium,70.7,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1777,PRJ056,PRJ-STR,Closed,Curtain Wall Installation,West Yard,04/19/2024,05/18/2024,05/23/2024,5.0,Medium,True,Design Revision,Medium,66.7,Delay of 5 day(s) associated with design revision,Rajan Mehta,40
T-1778,PRJ046,PRJ-MEP,In Progress,Underground Utilities,South Facade,04/03/2025,04/30/2025,,1.0,Low,False,Material Delay,Medium,89.1,Delay of 1 day(s) associated with material delay,Asha Verma,40
T-1779,PRJ048,PRJ-ARC,In Progress,Curtain Wall Installation,Roof,07/06/2024,07/18/2024,,-4.0,High,False,None,Low,95.0,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1780,PRJ059,PRJ-INT,Open,Structural Installation,Lobby,11/18/2025,11/22/2025,,-4.0,High,False,None,Medium,70.6,Completed 4 day(s) ahead of schedule,Priya Nair,40
T-1781,PRJ046,PRJ-MEP,Open,Structural Installation,North Wing,07/19/2025,08/13/2025,,-7.0,Medium,False,None,Low,77.4,Completed 7 day(s) ahead of schedule,Suresh Kumar,40
T-1782,PRJ078,PRJ-MEP,Open,Structural Installation,Basement,11/28/2025,12/11/2025,,3.0,High,False,Crane Breakdown,Medium,51.5,Delay of 3 day(s) associated with crane breakdown,Meena Pillai,30
T-1783,PRJ006,PRJ-INT,Closed,Underground Utilities,Roof,01/25/2025,02/17/2025,02/17/2025,0.0,Medium,False,None,Low,49.2,Completed on schedule,Arjun Desai,40
T-1784,PRJ020,PRJ-ARC,In Progress,Electrical Installation,Grid A5,11/16/2025,11/22/2025,,2.0,Medium,False,Design Revision,Low,98.1,Delay of 2 day(s) associated with design revision,Lakshmi Iyer,40
T-1785,PRJ090,PRJ-MEP,Open,Underground Utilities,Grid A5,01/11/2024,02/01/2024,,-5.0,High,False,None,Low,88.3,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1786,PRJ089,PRJ-STR,Closed,Site Preparation,North Wing,07/30/2024,08/18/2024,08/27/2024,9.0,Medium,True,Approval Delay,High,88.7,Delay of 9 day(s) associated with approval delay,Asha Verma,40
T-1787,PRJ082,PRJ-MEP,Closed,HVAC Installation,Basement,01/02/2024,01/30/2024,01/26/2024,-4.0,High,False,None,Low,83.4,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1788,PRJ037,PRJ-INT,In Progress,Curtain Wall Installation,Roof,05/09/2025,05/14/2025,,1.0,Medium,False,Design Revision,Medium,76.4,Delay of 1 day(s) associated with design revision,Priya Nair,40
T-1789,PRJ046,PRJ-ARC,On Hold,HVAC Installation,Basement,01/07/2025,01/21/2025,,12.0,High,False,Design Revision,High,95.9,Delay of 12 day(s) associated with design revision,Suresh Kumar,40
T-1790,PRJ003,PRJ-INT,In Progress,HVAC Installation,Lobby,07/28/2024,08/27/2024,,2.0,Medium,False,Labor Shortage,Low,103.1,Delay of 2 day(s) associated with labor shortage,Meena Pillai,30
T-1791,PRJ028,PRJ-SITE,Closed,Electrical Installation,West Yard,08/10/2024,08/23/2024,09/01/2024,9.0,Low,True,Crane Breakdown,Medium,102.3,Delay of 9 day(s) associated with crane breakdown,Arjun Desai,40
T-1792,PRJ073,PRJ-ARC,Open,Curtain Wall Installation,North Wing,04/14/2025,05/05/2025,,-2.0,Medium,False,None,Low,72.0,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1793,PRJ035,PRJ-STR,Closed,Curtain Wall Installation,West Yard,05/11/2024,05/18/2024,05/16/2024,-2.0,Medium,False,None,Low,116.6,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1794,PRJ049,PRJ-MEP,On Hold,Flooring Work,Roof,01/10/2025,02/02/2025,,3.0,Low,False,Weather Delay,Medium,81.9,Delay of 3 day(s) associated with weather delay,Asha Verma,40
T-1795,PRJ013,PRJ-SITE,Closed,Concrete Work,Lobby,03/23/2025,04/02/2025,04/01/2025,-1.0,Low,False,None,High,94.0,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1796,PRJ050,PRJ-INT,In Progress,HVAC Installation,South Facade,06/24/2024,07/13/2024,,-2.0,Medium,False,None,Low,83.5,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1797,PRJ073,PRJ-ARC,Closed,Painting and Finishes,South Facade,06/15/2024,07/12/2024,07/17/2024,5.0,Low,True,Site Constraint,Medium,82.4,Delay of 5 day(s) associated with site constraint,Suresh Kumar,40
T-1798,PRJ058,PRJ-ARC,In Progress,HVAC Installation,Basement,09/15/2024,10/06/2024,,0.0,Low,False,None,Low,52.9,Completed on schedule,Meena Pillai,30
T-1799,PRJ056,PRJ-ARC,Closed,Electrical Installation,Lobby,03/08/2025,03/24/2025,03/25/2025,1.0,Medium,True,Equipment Failure,Medium,96.0,Delay of 1 day(s) associated with equipment failure,Arjun Desai,40
T-1800,PRJ092,PRJ-STR,Closed,Site Preparation,Mechanical,07/04/2024,07/12/2024,07/13/2024,1.0,Medium,True,Site Constraint,Medium,160.4,Delay of 1 day(s) associated with site constraint,Lakshmi Iyer,40
T-1801,PRJ024,PRJ-INT,On Hold,Painting and Finishes,Grid A5,10/03/2024,10/15/2024,,4.0,Medium,False,Weather Delay,Medium,63.8,Delay of 4 day(s) associated with weather delay,Rajan Mehta,40
T-1802,PRJ030,PRJ-INT,In Progress,Structural Installation,Lobby,01/31/2025,02/26/2025,,5.0,Medium,False,Labor Shortage,Medium,77.1,Delay of 5 day(s) associated with labor shortage,Asha Verma,40
T-1803,PRJ063,PRJ-INT,Open,Electrical Installation,Basement,05/16/2024,05/25/2024,,-2.0,High,False,None,Low,61.6,Completed 2 day(s) ahead of schedule,Dev Kapoor,40
T-1804,PRJ049,PRJ-SITE,In Progress,Site Preparation,Roof,02/19/2025,03/12/2025,,1.0,Medium,False,Design Revision,Medium,60.4,Delay of 1 day(s) associated with design revision,Priya Nair,40
T-1805,PRJ098,PRJ-STR,Open,Electrical Installation,Mechanical,04/10/2024,04/26/2024,,1.0,Low,False,Material Delay,Medium,121.3,Delay of 1 day(s) associated with material delay,Suresh Kumar,40
